driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,FastestLapSpeed,statusId
chandhok,hrt,20,22,14,14,0,53,,,48.0,16.0,1:35.045,200.860,+5 Laps
glock,virgin,24,23,15,R,0,41,,,37.0,15.0,1:34.230,202.597,Suspension
grassi,virgin,25,24,16,R,0,26,,,17.0,17.0,1:36.607,197.613,Hydraulics
vettel,red_bull,5,1,17,R,0,25,,,22.0,13.0,1:31.556,208.515,Wheel
sutil,force_india,14,10,18,R,0,9,,,6.0,19.0,1:43.223,184.947,Engine
petrov,renault,12,18,19,R,0,9,,,6.0,18.0,1:43.132,185.110,Spun off
bruno_senna,hrt,21,21,20,R,0,4,,,4.0,20.0,2:27.276,129.626,Hydraulics
buemi,toro_rosso,16,12,21,R,0,0,,,,,,,Collision
hulkenberg,williams,10,15,22,R,0,0,,,,,,,Collision
kobayashi,sauber,23,16,23,R,0,0,,,,,,,Collision
trulli,lotus_racing,18,20,24,W,0,0,,,,,,,Hydraulics
vettel,red_bull,5,3,1,1,25,56,1:33:48.412,5628412.0,53.0,6.0,1:37.813,204.009,Finished
webber,red_bull,6,1,2,2,18,56,+4.849,5633261.0,53.0,1.0,1:37.054,205.605,Finished
rosberg,mercedes,4,2,3,3,15,56,+13.504,5641916.0,53.0,8.0,1:38.129,203.352,Finished
kubica,renault,11,6,4,4,12,56,+18.589,5647001.0,55.0,7.0,1:38.074,203.466,Finished
sutil,force_india,14,4,5,5,10,56,+21.059,5649471.0,55.0,9.0,1:38.160,203.288,Finished
hamilton,mclaren,2,20,6,6,8,56,+23.471,5651883.0,32.0,4.0,1:37.745,204.151,Finished
massa,ferrari,7,21,7,7,6,56,+27.068,5655480.0,48.0,5.0,1:37.784,204.070,Finished
button,mclaren,1,17,8,8,4,56,+37.918,5666330.0,49.0,10.0,1:38.501,202.584,Finished
alguersuari,toro_rosso,17,14,9,9,2,56,+1:10.602,5699014.0,44.0,13.0,1:39.489,200.572,Finished
hulkenberg,williams,10,5,10,10,1,56,+1:13.399,5701811.0,51.0,11.0,1:39.124,201.311,Finished
buemi,toro_rosso,16,13,11,11,0,56,+1:18.938,5707350.0,54.0,3.0,1:37.610,204.433,Finished
barrichello,williams,9,7,12,12,0,55,,,46.0,12.0,1:39.428,200.695,+1 Lap
alonso,ferrari,8,19,13,13,0,54,,,41.0,2.0,1:37.231,205.230,Engine
grassi,virgin,25,24,14,14,0,53,,,28.0,18.0,1:43.224,193.315,+3 Laps
chandhok,hrt,20,22,15,15,0,53,,,40.0,21.0,1:44.790,190.426,+3 Laps
bruno_senna,hrt,21,23,16,16,0,52,,,39.0,22.0,1:45.334,189.443,+4 Laps
trulli,lotus_racing,18,18,17,17,0,51,,,31.0,20.0,1:43.753,192.329,+5 Laps
kovalainen,lotus_racing,19,15,18,N,0,46,,,44.0,17.0,1:42.701,194.299,+10 Laps
petrov,renault,12,11,19,R,0,32,,,32.0,14.0,1:40.693,198.174,Gearbox
liuzzi,force_india,15,10,20,R,0,12,,,9.0,16.0,1:42.594,194.502,Throttle
michael_schumacher,mercedes,3,8,21,R,0,9,,,9.0,15.0,1:42.084,195.474,Wheel
kobayashi,sauber,23,9,22,R,0,8,,,6.0,19.0,1:43.340,193.098,Engine
glock,virgin,24,16,23,R,0,2,,,2.0,23.0,1:46.388,187.566,Spun off
rosa,sauber,22,12,24,W,0,0,,,,,,,Engine
button,mclaren,1,5,1,1,25,56,1:46:42.163,6402163.0,14.0,4.0,1:42.886,190.731,Finished
hamilton,mclaren,2,6,2,2,18,56,+1.530,6403693.0,13.0,1.0,1:42.061,192.273,Finished
rosberg,mercedes,4,4,3,3,15,56,+9.484,6411647.0,14.0,5.0,1:43.245,190.068,Finished
alonso,ferrari,8,3,4,4,12,56,+11.869,6414032.0,14.0,9.0,1:44.134,188.445,Finished
kubica,renault,11,8,5,5,10,56,+22.213,6424376.0,14.0,6.0,1:43.630,189.362,Finished
vettel,red_bull,5,1,6,6,8,56,+33.310,6435473.0,14.0,2.0,1:42.358,191.715,Finished
petrov,renault,12,14,7,7,6,56,+47.600,6449763.0,14.0,8.0,1:43.801,189.050,Finished
webber,red_bull,6,2,8,8,4,56,+52.172,6454335.0,14.0,3.0,1:42.609,191.246,Finished
massa,ferrari,7,7,9,9,2,56,+57.796,6459959.0,14.0,13.0,1:44.594,187.616,Finished
michael_schumacher,mercedes,3,9,10,10,1,56,+1:01.749,6463912.0,14.0,10.0,1:44.298,188.149,Finished
sutil,force_india,14,10,11,11,0,56,+1:02.874,6465037.0,14.0,11.0,1:44.364,188.030,Finished
barrichello,williams,9,11,12,12,0,56,+1:03.665,6465828.0,17.0,14.0,1:45.559,185.901,Finished
alguersuari,toro_rosso,17,12,13,13,0,56,+1:11.416,6473579.0,14.0,7.0,1:43.755,189.134,Finished
kovalainen,lotus_racing,19,21,14,14,0,55,,,14.0,15.0,1:47.141,183.156,+1 Lap
hulkenberg,williams,10,16,15,15,0,55,,,13.0,12.0,1:44.549,187.697,+1 Lap
bruno_senna,hrt,21,23,16,16,0,54,,,16.0,17.0,1:48.216,181.337,+2 Laps
chandhok,hrt,20,24,17,17,0,52,,,15.0,18.0,1:48.788,180.383,+4 Laps
trulli,lotus_racing,18,20,18,R,0,26,,,14.0,19.0,1:49.675,178.925,Hydraulics
grassi,virgin,25,22,19,R,0,8,,,7.0,20.0,1:53.185,173.376,Clutch
rosa,sauber,22,17,20,R,0,7,,,6.0,16.0,1:47.739,182.140,Technical
buemi,toro_rosso,16,13,21,R,0,0,,,,,,,Accident
kobayashi,sauber,23,15,22,R,0,0,,,,,,,Accident
liuzzi,force_india,15,18,23,R,0,0,,,,,,,Accident
glock,virgin,24,19,24,W,0,0,,,,,,,Engine
webber,red_bull,6,1,1,1,25,66,1:35:44.101,5744101.0,62.0,2.0,1:24.828,197.552,Finished
alonso,ferrari,8,4,2,2,18,66,+24.065,5768166.0,57.0,3.0,1:24.846,197.510,Finished
vettel,red_bull,5,2,3,3,15,66,+51.338,5795439.0,56.0,5.0,1:25.176,196.745,Finished
michael_schumacher,mercedes,3,6,4,4,12,66,+1:02.195,5806296.0,64.0,10.0,1:25.529,195.933,Finished
button,mclaren,1,5,5,5,10,66,+1:03.728,5807829.0,64.0,4.0,1:25.166,196.768,Finished
massa,ferrari,7,9,6,6,8,66,+1:05.767,5809868.0,64.0,9.0,1:25.497,196.006,Finished
sutil,force_india,14,11,7,7,6,66,+1:12.941,5817042.0,65.0,13.0,1:25.845,195.212,Finished
kubica,renault,11,7,8,8,4,66,+1:13.677,5817778.0,66.0,7.0,1:25.466,196.077,Finished
barrichello,williams,9,17,9,9,2,65,,,59.0,12.0,1:25.728,195.478,+1 Lap
alguersuari,toro_rosso,17,15,10,10,1,65,,,63.0,11.0,1:25.655,195.645,+1 Lap
petrov,renault,12,19,11,11,0,65,,,63.0,8.0,1:25.470,196.068,+1 Lap
kobayashi,sauber,23,10,12,12,0,65,,,62.0,15.0,1:26.083,194.672,+1 Lap
rosberg,mercedes,4,8,13,13,0,65,,,50.0,6.0,1:25.455,196.103,+1 Lap
hamilton,mclaren,2,3,14,14,0,64,,,59.0,1.0,1:24.357,198.655,Puncture
liuzzi,force_india,15,16,15,15,0,64,,,63.0,14.0,1:25.924,195.032,Engine
hulkenberg,williams,10,13,16,16,0,64,,,63.0,17.0,1:26.863,192.924,+2 Laps
trulli,lotus_racing,18,18,17,17,0,63,,,56.0,18.0,1:29.564,187.106,+3 Laps
glock,virgin,24,22,18,18,0,63,,,60.0,19.0,1:29.776,186.664,+3 Laps
grassi,virgin,25,23,19,19,0,62,,,47.0,20.0,1:29.904,186.398,+4 Laps
buemi,toro_rosso,16,14,20,R,0,42,,,41.0,16.0,1:26.724,193.233,Hydraulics
chandhok,hrt,20,24,21,R,0,27,,,26.0,22.0,1:32.041,182.071,Suspension
rosa,sauber,22,12,22,R,0,18,,,9.0,21.0,1:30.411,185.353,Collision
bruno_senna,hrt,21,21,23,R,0,0,,,,,,,Accident
kovalainen,lotus_racing,19,20,24,W,0,0,,,,,,,Gearbox
webber,red_bull,6,1,1,1,25,78,1:50:13.355,6613355.0,63.0,2.0,1:15.318,159.643,Finished
vettel,red_bull,5,3,2,2,18,78,+0.448,6613803.0,71.0,1.0,1:15.192,159.910,Finished
kubica,renault,11,2,3,3,15,78,+1.675,6615030.0,72.0,3.0,1:15.353,159.568,Finished
massa,ferrari,7,4,4,4,12,78,+2.666,6616021.0,68.0,4.0,1:15.503,159.251,Finished
hamilton,mclaren,2,5,5,5,10,78,+4.363,6617718.0,68.0,10.0,1:16.219,157.755,Finished
alonso,ferrari,8,24,6,6,8,78,+6.341,6619696.0,73.0,6.0,1:15.905,158.408,Finished
rosberg,mercedes,4,6,7,7,6,78,+6.651,6620006.0,65.0,7.0,1:15.959,158.295,Finished
sutil,force_india,14,12,8,8,4,78,+6.970,6620325.0,72.0,8.0,1:15.963,158.287,Finished
liuzzi,force_india,15,10,9,9,2,78,+7.305,6620660.0,72.0,9.0,1:16.142,157.915,Finished
buemi,toro_rosso,16,13,10,10,1,78,+8.199,6621554.0,68.0,13.0,1:16.493,157.190,Finished
alguersuari,toro_rosso,17,17,11,11,0,78,+9.135,6622490.0,73.0,11.0,1:16.381,157.421,Finished
michael_schumacher,mercedes,3,7,12,12,0,78,+5.712,6619067.0,71.0,5.0,1:15.580,159.089,Finished
petrov,renault,12,14,13,13,0,73,,,60.0,12.0,1:16.405,157.371,Brakes
chandhok,hrt,20,23,14,14,0,70,,,69.0,19.0,1:19.553,151.144,Collision
trulli,lotus_racing,18,19,15,15,0,70,,,69.0,18.0,1:19.340,151.550,Collision
kovalainen,lotus_racing,19,18,16,R,0,58,,,57.0,14.0,1:18.401,153.365,Steering
bruno_senna,hrt,21,22,17,R,0,58,,,58.0,20.0,1:20.130,150.056,Hydraulics
barrichello,williams,9,9,18,R,0,30,,,22.0,16.0,1:19.074,152.060,Suspension
kobayashi,sauber,23,16,19,R,0,26,,,24.0,15.0,1:18.775,152.637,Gearbox
grassi,virgin,25,21,20,R,0,25,,,19.0,22.0,1:22.255,146.179,Wheel
glock,virgin,24,20,21,R,0,22,,,11.0,21.0,1:20.775,148.857,Track rod
rosa,sauber,22,15,22,R,0,21,,,21.0,17.0,1:19.270,151.684,Hydraulics
button,mclaren,1,8,23,R,0,2,,,2.0,23.0,2:14.285,89.540,Engine
hulkenberg,williams,10,11,24,R,0,0,,,,,,,Front wing
hamilton,mclaren,2,2,1,1,25,58,1:28:47.620,5327620.0,54.0,12.0,1:30.075,213.342,Finished
button,mclaren,1,4,2,2,18,58,+2.645,5330265.0,42.0,7.0,1:29.895,213.769,Finished
webber,red_bull,6,1,3,3,15,58,+24.285,5351905.0,54.0,2.0,1:29.195,215.447,Finished
michael_schumacher,mercedes,3,5,4,4,12,58,+31.110,5358730.0,53.0,6.0,1:29.810,213.971,Finished
rosberg,mercedes,4,6,5,5,10,58,+32.266,5359886.0,52.0,9.0,1:29.977,213.574,Finished
kubica,renault,11,7,6,6,8,58,+32.824,5360444.0,57.0,4.0,1:29.580,214.521,Finished
massa,ferrari,7,8,7,7,6,58,+36.635,5364255.0,58.0,10.0,1:29.996,213.529,Finished
alonso,ferrari,8,12,8,8,4,58,+46.544,5374164.0,56.0,11.0,1:30.011,213.493,Finished
sutil,force_india,14,11,9,9,2,58,+49.029,5376649.0,55.0,8.0,1:29.959,213.617,Finished
kobayashi,sauber,23,10,10,10,1,58,+1:05.650,5393270.0,42.0,16.0,1:30.891,211.426,Finished
rosa,sauber,22,13,11,11,0,58,+1:05.944,5393564.0,50.0,14.0,1:30.421,212.525,Finished
alguersuari,toro_rosso,17,16,12,12,0,58,+1:07.800,5395420.0,50.0,3.0,1:29.535,214.628,Finished
liuzzi,force_india,15,18,13,13,0,57,,,53.0,18.0,1:31.421,210.201,+1 Lap
barrichello,williams,9,15,14,14,0,57,,,53.0,17.0,1:30.933,211.329,+1 Lap
petrov,renault,12,9,15,15,0,57,,,57.0,1.0,1:29.165,215.519,+1 Lap
buemi,toro_rosso,16,14,16,16,0,57,,,57.0,5.0,1:29.588,214.501,+1 Lap
hulkenberg,williams,10,17,17,17,0,57,,,51.0,15.0,1:30.620,212.059,+1 Lap
glock,virgin,24,21,18,18,0,55,,,48.0,19.0,1:32.265,208.278,+3 Laps
grassi,virgin,25,23,19,19,0,55,,,55.0,20.0,1:33.257,206.062,+3 Laps
chandhok,hrt,20,24,20,20,0,52,,,37.0,24.0,1:34.585,203.169,Fuel pump
bruno_senna,hrt,21,22,21,R,0,46,,,35.0,21.0,1:34.247,203.898,Fuel pressure
vettel,red_bull,5,3,22,R,0,39,,,37.0,13.0,1:30.181,213.091,Collision
kovalainen,lotus_racing,19,20,23,R,0,33,,,26.0,22.0,1:34.363,203.647,Hydraulics
trulli,lotus_racing,18,19,24,R,0,32,,,26.0,23.0,1:34.463,203.432,Hydraulics
hamilton,mclaren,2,1,1,1,25,70,1:33:53.456,5633456.0,62.0,2.0,1:17.806,201.778,Finished
button,mclaren,1,4,2,2,18,70,+2.254,5635710.0,66.0,4.0,1:18.144,200.906,Finished
alonso,ferrari,8,3,3,3,15,70,+9.214,5642670.0,44.0,6.0,1:18.207,200.744,Finished
vettel,red_bull,5,2,4,4,12,70,+37.817,5671273.0,62.0,8.0,1:18.417,200.206,Finished
webber,red_bull,6,7,5,5,10,70,+39.291,5672747.0,62.0,5.0,1:18.148,200.895,Finished
rosberg,mercedes,4,10,6,6,8,70,+56.084,5689540.0,68.0,3.0,1:17.832,201.711,Finished
kubica,renault,11,8,7,7,6,70,+57.300,5690756.0,67.0,1.0,1:16.972,203.965,Finished
buemi,toro_rosso,16,15,8,8,4,69,,,39.0,15.0,1:19.784,196.776,+1 Lap
liuzzi,force_india,15,5,9,9,2,69,,,66.0,11.0,1:19.349,197.855,+1 Lap
sutil,force_india,14,9,10,10,1,69,,,68.0,13.0,1:19.530,197.404,+1 Lap
michael_schumacher,mercedes,3,13,11,11,0,69,,,44.0,14.0,1:19.577,197.288,+1 Lap
alguersuari,toro_rosso,17,16,12,12,0,69,,,69.0,16.0,1:19.842,196.633,+1 Lap
hulkenberg,williams,10,12,13,13,0,69,,,64.0,9.0,1:18.912,198.950,+1 Lap
barrichello,williams,9,11,14,14,0,69,,,65.0,10.0,1:19.175,198.289,+1 Lap
massa,ferrari,7,6,15,15,0,69,,,45.0,7.0,1:18.325,200.441,+1 Lap
kovalainen,lotus_racing,19,19,16,16,0,68,,,65.0,18.0,1:20.654,194.653,+2 Laps
petrov,renault,12,14,17,17,0,68,,,58.0,12.0,1:19.453,197.596,+2 Laps
chandhok,hrt,20,24,18,18,0,66,,,47.0,21.0,1:21.884,191.729,+4 Laps
grassi,virgin,25,23,19,19,0,65,,,49.0,22.0,1:21.937,191.605,+5 Laps
glock,virgin,24,21,20,R,0,55,,,43.0,20.0,1:21.669,192.234,Mechanical
trulli,lotus_racing,18,20,21,R,0,47,,,38.0,19.0,1:20.791,194.323,Brakes
rosa,sauber,22,17,22,R,0,31,,,21.0,17.0,1:20.574,194.846,Engine
bruno_senna,hrt,21,22,23,R,0,14,,,5.0,23.0,1:24.524,185.741,Hydraulics
kobayashi,sauber,23,18,24,R,0,1,,,,,,,Accident
vettel,red_bull,5,1,1,1,25,57,1:40:29.571,6029571.0,52.0,3.0,1:39.141,196.774,Finished
hamilton,mclaren,2,3,2,2,18,57,+5.042,6034613.0,56.0,4.0,1:39.156,196.744,Finished
button,mclaren,1,7,3,3,15,57,+12.658,6042229.0,54.0,1.0,1:38.766,197.521,Finished
barrichello,williams,9,9,4,4,12,57,+25.627,6055198.0,56.0,5.0,1:39.489,196.085,Finished
kubica,renault,11,6,5,5,10,57,+27.122,6056693.0,55.0,7.0,1:39.542,195.981,Finished
sutil,force_india,14,13,6,6,8,57,+30.168,6059739.0,52.0,8.0,1:39.803,195.469,Finished
kobayashi,sauber,23,18,7,7,6,57,+30.965,6060536.0,57.0,6.0,1:39.517,196.030,Finished
alonso,ferrari,8,4,8,8,4,57,+32.809,6062380.0,50.0,10.0,1:39.889,195.300,Finished
buemi,toro_rosso,16,11,9,9,2,57,+36.299,6065870.0,53.0,11.0,1:40.084,194.920,Finished
rosberg,mercedes,4,12,10,10,1,57,+44.382,6073953.0,57.0,9.0,1:39.878,195.322,Finished
massa,ferrari,7,5,11,11,0,57,+46.621,6076192.0,52.0,13.0,1:40.208,194.679,Finished
rosa,sauber,22,16,12,12,0,57,+47.414,6076985.0,56.0,16.0,1:40.430,194.248,Finished
alguersuari,toro_rosso,17,17,13,13,0,57,+48.239,6077810.0,55.0,15.0,1:40.327,194.448,Finished
petrov,renault,12,10,14,14,0,57,+48.287,6077858.0,57.0,12.0,1:40.100,194.889,Finished
michael_schumacher,mercedes,3,15,15,15,0,57,+48.826,6078397.0,53.0,2.0,1:38.968,197.118,Finished
liuzzi,force_india,15,14,16,16,0,57,+50.890,6080461.0,52.0,14.0,1:40.305,194.490,Finished
grassi,virgin,25,21,17,17,0,56,,,45.0,20.0,1:42.414,190.485,+1 Lap
chandhok,hrt,20,23,18,18,0,55,,,51.0,22.0,1:43.820,187.905,+2 Laps
glock,virgin,24,22,19,19,0,55,,,48.0,19.0,1:42.319,190.662,+2 Laps
bruno_senna,hrt,21,24,20,20,0,55,,,55.0,21.0,1:42.927,189.536,+2 Laps
trulli,lotus_racing,18,19,21,21,0,53,,,53.0,18.0,1:41.770,191.691,+4 Laps
hulkenberg,williams,10,8,22,R,0,49,,,46.0,17.0,1:40.790,193.554,Exhaust
kovalainen,lotus_racing,19,20,23,R,0,8,,,8.0,24.0,1:46.130,183.816,Collision
webber,red_bull,6,2,24,R,0,8,,,5.0,23.0,1:44.064,187.465,Collision
webber,red_bull,6,2,1,1,25,52,1:24:38.200,5078200.0,45.0,4.0,1:32.364,229.608,Finished
hamilton,mclaren,2,4,2,2,18,52,+1.360,5079560.0,43.0,6.0,1:32.758,228.633,Finished
rosberg,mercedes,4,5,3,3,15,52,+21.307,5099507.0,50.0,7.0,1:32.952,228.156,Finished
button,mclaren,1,14,4,4,12,52,+21.986,5100186.0,52.0,9.0,1:33.003,228.031,Finished
barrichello,williams,9,8,5,5,10,52,+31.456,5109656.0,50.0,11.0,1:33.615,226.540,Finished
kobayashi,sauber,23,12,6,6,8,52,+32.171,5110371.0,52.0,10.0,1:33.558,226.678,Finished
vettel,red_bull,5,1,7,7,6,52,+36.734,5114934.0,52.0,3.0,1:31.967,230.600,Finished
sutil,force_india,14,11,8,8,4,52,+40.932,5119132.0,42.0,16.0,1:34.337,224.806,Finished
michael_schumacher,mercedes,3,10,9,9,2,52,+41.599,5119799.0,47.0,15.0,1:34.171,225.203,Finished
hulkenberg,williams,10,13,10,10,1,52,+42.012,5120212.0,48.0,13.0,1:33.989,225.639,Finished
liuzzi,force_india,15,20,11,11,0,52,+42.459,5120659.0,51.0,14.0,1:34.018,225.569,Finished
buemi,toro_rosso,16,16,12,12,0,52,+47.627,5125827.0,52.0,8.0,1:32.980,228.087,Finished
petrov,renault,12,15,13,13,0,52,+59.374,5137574.0,52.0,5.0,1:32.484,229.311,Finished
alonso,ferrari,8,3,14,14,0,52,+1:02.385,5140585.0,52.0,1.0,1:30.874,233.373,Finished
massa,ferrari,7,7,15,15,0,52,+1:07.489,5145689.0,52.0,2.0,1:31.646,231.407,Finished
trulli,lotus_racing,18,21,16,16,0,51,,,44.0,20.0,1:36.519,219.724,+1 Lap
kovalainen,lotus_racing,19,18,17,17,0,51,,,48.0,18.0,1:36.251,220.336,+1 Lap
glock,virgin,24,19,18,18,0,50,,,49.0,19.0,1:36.415,219.961,+2 Laps
chandhok,hrt,20,23,19,19,0,50,,,40.0,23.0,1:38.798,214.656,+2 Laps
yamamoto,hrt,21,24,20,20,0,50,,,50.0,22.0,1:38.309,215.723,+2 Laps
alguersuari,toro_rosso,17,17,21,R,0,44,,,43.0,12.0,1:33.748,226.219,Brakes
rosa,sauber,22,9,22,R,0,29,,,23.0,17.0,1:35.883,221.182,Collision
kubica,renault,11,6,23,R,0,19,,,12.0,21.0,1:36.846,218.982,Driveshaft
grassi,virgin,25,22,24,R,0,9,,,7.0,24.0,1:40.641,210.725,Hydraulics
alonso,ferrari,8,2,1,1,25,67,1:27:38.864,5258864.0,66.0,2.0,1:15.880,217.005,Finished
massa,ferrari,7,3,2,2,18,67,+4.196,5263060.0,66.0,3.0,1:16.097,216.386,Finished
vettel,red_bull,5,1,3,3,15,67,+5.121,5263985.0,67.0,1.0,1:15.824,217.166,Finished
hamilton,mclaren,2,6,4,4,12,67,+26.896,5285760.0,65.0,5.0,1:16.503,215.238,Finished
button,mclaren,1,5,5,5,10,67,+29.482,5288346.0,65.0,4.0,1:16.451,215.385,Finished
webber,red_bull,6,4,6,6,8,67,+43.606,5302470.0,57.0,9.0,1:16.678,214.747,Finished
kubica,renault,11,7,7,7,6,66,,,62.0,16.0,1:17.166,213.389,+1 Lap
rosberg,mercedes,4,9,8,8,4,66,,,66.0,8.0,1:16.609,214.940,+1 Lap
michael_schumacher,mercedes,3,11,9,9,2,66,,,66.0,14.0,1:17.088,213.605,+1 Lap
petrov,renault,12,13,10,10,1,66,,,62.0,17.0,1:17.198,213.300,+1 Lap
kobayashi,sauber,23,12,11,11,0,66,,,63.0,15.0,1:17.100,213.571,+1 Lap
barrichello,williams,9,8,12,12,0,66,,,63.0,13.0,1:17.029,213.768,+1 Lap
hulkenberg,williams,10,10,13,13,0,66,,,61.0,11.0,1:16.836,214.305,+1 Lap
rosa,sauber,22,14,14,14,0,66,,,61.0,6.0,1:16.527,215.171,+1 Lap
alguersuari,toro_rosso,17,15,15,15,0,66,,,66.0,12.0,1:16.971,213.929,+1 Lap
liuzzi,force_india,15,21,16,16,0,65,,,64.0,7.0,1:16.596,214.977,+2 Laps
sutil,force_india,14,19,17,17,0,65,,,65.0,10.0,1:16.687,214.722,+2 Laps
glock,virgin,24,23,18,18,0,64,,,62.0,18.0,1:18.211,210.538,+3 Laps
bruno_senna,hrt,21,20,19,19,0,63,,,57.0,21.0,1:20.861,203.638,+4 Laps
kovalainen,lotus_racing,19,18,20,R,0,56,,,51.0,19.0,1:20.664,204.135,Collision
grassi,virgin,25,24,21,R,0,50,,,49.0,20.0,1:20.703,204.037,Gearbox
yamamoto,hrt,20,22,22,R,0,19,,,16.0,22.0,1:23.541,197.105,Engine
trulli,lotus_racing,18,17,23,R,0,3,,,2.0,23.0,2:14.452,122.470,Gearbox
buemi,toro_rosso,16,16,24,R,0,1,,,,,,,Collision
webber,red_bull,6,2,1,1,25,70,1:41:05.571,6065571.0,46.0,2.0,1:22.651,190.821,Finished
alonso,ferrari,8,3,2,2,18,70,+17.821,6083392.0,67.0,4.0,1:23.195,189.573,Finished
vettel,red_bull,5,1,3,3,15,70,+19.252,6084823.0,70.0,1.0,1:22.362,191.491,Finished
massa,ferrari,7,4,4,4,12,70,+27.474,6093045.0,69.0,5.0,1:23.329,189.269,Finished
petrov,renault,12,7,5,5,10,70,+1:13.192,6138763.0,61.0,6.0,1:23.799,188.207,Finished
hulkenberg,williams,10,10,6,6,8,70,+1:16.723,6142294.0,66.0,7.0,1:24.204,187.302,Finished
rosa,sauber,22,9,7,7,6,69,,,65.0,10.0,1:24.342,186.995,+1 Lap
button,mclaren,1,11,8,8,4,69,,,61.0,8.0,1:24.205,187.300,+1 Lap
kobayashi,sauber,23,23,9,9,2,69,,,68.0,9.0,1:24.282,187.128,+1 Lap
barrichello,williams,9,12,10,10,1,69,,,68.0,3.0,1:22.811,190.452,+1 Lap
michael_schumacher,mercedes,3,14,11,11,0,69,,,64.0,12.0,1:25.372,184.739,+1 Lap
buemi,toro_rosso,16,15,12,12,0,69,,,58.0,13.0,1:25.449,184.573,+1 Lap
liuzzi,force_india,15,16,13,13,0,69,,,58.0,11.0,1:25.358,184.770,+1 Lap
kovalainen,lotus_racing,19,19,14,14,0,67,,,64.0,18.0,1:27.457,180.335,+3 Laps
trulli,lotus_racing,18,20,15,15,0,67,,,58.0,17.0,1:27.429,180.393,+3 Laps
glock,virgin,24,18,16,16,0,67,,,59.0,19.0,1:27.674,179.889,+3 Laps
bruno_senna,hrt,21,22,17,17,0,67,,,61.0,21.0,1:28.093,179.033,+3 Laps
grassi,virgin,25,21,18,18,0,66,,,62.0,16.0,1:27.287,180.686,+4 Laps
yamamoto,hrt,20,24,19,19,0,66,,,59.0,23.0,1:29.278,176.657,+4 Laps
hamilton,mclaren,2,5,20,R,0,23,,,22.0,14.0,1:26.258,182.842,Gearbox
kubica,renault,11,8,21,R,0,23,,,21.0,15.0,1:26.825,181.648,Retired
rosberg,mercedes,4,6,22,R,0,15,,,13.0,20.0,1:27.954,179.316,Wheel
sutil,force_india,14,13,23,R,0,15,,,12.0,22.0,1:28.177,178.862,Collision
alguersuari,toro_rosso,17,17,24,R,0,1,,,,,,,Engine
hamilton,mclaren,2,2,1,1,25,44,1:29:04.268,5344268.0,32.0,1.0,1:49.069,231.178,Finished
webber,red_bull,6,1,2,2,18,44,+1.571,5345839.0,32.0,2.0,1:49.395,230.489,Finished
kubica,renault,11,3,3,3,15,44,+3.493,5347761.0,29.0,3.0,1:49.807,229.624,Finished
massa,ferrari,7,6,4,4,12,44,+8.264,5352532.0,26.0,4.0,1:50.111,228.990,Finished
sutil,force_india,14,8,5,5,10,44,+9.094,5353362.0,25.0,5.0,1:50.477,228.232,Finished
rosberg,mercedes,4,14,6,6,8,44,+12.359,5356627.0,31.0,10.0,1:51.688,225.757,Finished
michael_schumacher,mercedes,3,21,7,7,6,44,+15.548,5359816.0,32.0,13.0,1:51.914,225.301,Finished
kobayashi,sauber,23,17,8,8,4,44,+16.678,5360946.0,29.0,11.0,1:51.749,225.634,Finished
petrov,renault,12,23,9,9,2,44,+23.851,5368119.0,32.0,7.0,1:51.175,226.799,Finished
liuzzi,force_india,15,12,10,10,1,44,+34.831,5379099.0,31.0,14.0,1:52.267,224.593,Finished
rosa,sauber,22,24,11,11,0,44,+36.019,5380287.0,31.0,15.0,1:52.537,224.054,Finished
buemi,toro_rosso,16,16,12,12,0,44,+39.895,5384163.0,30.0,17.0,1:52.966,223.203,Finished
alguersuari,toro_rosso,17,11,13,13,0,44,+49.457,5393725.0,31.0,9.0,1:51.576,225.984,Finished
hulkenberg,williams,10,9,14,14,0,43,,,28.0,12.0,1:51.864,225.402,+1 Lap
vettel,red_bull,5,4,15,15,0,43,,,22.0,6.0,1:50.868,227.427,+1 Lap
kovalainen,lotus_racing,19,13,16,16,0,43,,,23.0,22.0,1:55.797,217.746,+1 Lap
grassi,virgin,25,22,17,17,0,43,,,25.0,21.0,1:55.705,217.919,+1 Lap
glock,virgin,24,20,18,18,0,43,,,31.0,19.0,1:55.268,218.745,+1 Lap
trulli,lotus_racing,18,15,19,19,0,43,,,24.0,18.0,1:55.103,219.059,+1 Lap
yamamoto,hrt,20,19,20,20,0,42,,,31.0,20.0,1:55.484,218.336,+2 Laps
alonso,ferrari,8,10,21,R,0,37,,,29.0,8.0,1:51.374,226.393,Accident
button,mclaren,1,5,22,R,0,15,,,6.0,16.0,1:52.879,223.375,Collision
bruno_senna,hrt,21,18,23,R,0,5,,,5.0,23.0,2:20.201,179.844,Retired
barrichello,williams,9,7,24,R,0,0,,,,,,,Collision
alonso,ferrari,8,1,1,1,25,53,1:16:24.572,4584572.0,52.0,1.0,1:24.139,247.861,Finished
button,mclaren,1,2,2,2,18,53,+2.938,4587510.0,46.0,8.0,1:24.598,246.516,Finished
massa,ferrari,7,3,3,3,15,53,+4.223,4588795.0,51.0,6.0,1:24.575,246.583,Finished
vettel,red_bull,5,6,4,4,12,53,+28.196,4612768.0,50.0,4.0,1:24.493,246.822,Finished
