driverId,points,position,positionText,wins
alonso,24.0,3,3,0
button,23.0,4,4,0
kevin_magnussen,20.0,5,5,0
hulkenberg,18.0,6,6,0
vettel,15.0,7,7,0
bottas,14.0,8,8,0
raikkonen,6.0,9,9,0
massa,6.0,10,10,0
vergne,4.0,11,11,0
kvyat,3.0,12,12,0
perez,1.0,13,13,0
grosjean,0.0,14,14,0
sutil,0.0,15,15,0
gutierrez,0.0,16,16,0
chilton,0.0,17,17,0
kobayashi,0.0,18,18,0
ericsson,0.0,19,19,0
jules_bianchi,0.0,20,20,0
maldonado,0.0,21,21,0
ricciardo,0.0,22,22,0
rosberg,61.0,1,1,1
hamilton,50.0,2,2,2
hulkenberg,28.0,3,3,0
alonso,26.0,4,4,0
button,23.0,5,5,0
vettel,23.0,6,6,0
kevin_magnussen,20.0,7,7,0
bottas,18.0,8,8,0
perez,16.0,9,9,0
ricciardo,12.0,10,10,0
massa,12.0,11,11,0
raikkonen,7.0,12,12,0
vergne,4.0,13,13,0
kvyat,3.0,14,14,0
grosjean,0.0,15,15,0
sutil,0.0,16,16,0
gutierrez,0.0,17,17,0
chilton,0.0,18,18,0
kobayashi,0.0,19,19,0
maldonado,0.0,20,20,0
ericsson,0.0,21,21,0
jules_bianchi,0.0,22,22,0
rosberg,79.0,1,1,1
hamilton,75.0,2,2,3
alonso,41.0,3,3,0
hulkenberg,36.0,4,4,0
vettel,33.0,5,5,0
ricciardo,24.0,6,6,0
bottas,24.0,7,7,0
button,23.0,8,8,0
kevin_magnussen,20.0,9,9,0
perez,18.0,10,10,0
massa,12.0,11,11,0
raikkonen,11.0,12,12,0
vergne,4.0,13,13,0
kvyat,4.0,14,14,0
grosjean,0.0,15,15,0
sutil,0.0,16,16,0
gutierrez,0.0,17,17,0
chilton,0.0,18,18,0
kobayashi,0.0,19,19,0
maldonado,0.0,20,20,0
ericsson,0.0,21,21,0
jules_bianchi,0.0,22,22,0
hamilton,100.0,1,1,4
rosberg,97.0,2,2,1
alonso,49.0,3,3,0
vettel,45.0,4,4,0
ricciardo,39.0,5,5,0
hulkenberg,37.0,6,6,0
bottas,34.0,7,7,0
button,23.0,8,8,0
kevin_magnussen,20.0,9,9,0
perez,20.0,10,10,0
raikkonen,17.0,11,11,0
massa,12.0,12,12,0
grosjean,4.0,13,13,0
vergne,4.0,14,14,0
kvyat,4.0,15,15,0
sutil,0.0,16,16,0
gutierrez,0.0,17,17,0
chilton,0.0,18,18,0
kobayashi,0.0,19,19,0
maldonado,0.0,20,20,0
ericsson,0.0,21,21,0
jules_bianchi,0.0,22,22,0
rosberg,122.0,1,1,2
hamilton,118.0,2,2,4
alonso,61.0,3,3,0
ricciardo,54.0,4,4,0
hulkenberg,47.0,5,5,0
vettel,45.0,6,6,0
bottas,34.0,7,7,0
button,31.0,8,8,0
kevin_magnussen,21.0,9,9,0
perez,20.0,10,10,0
massa,18.0,11,11,0
raikkonen,17.0,12,12,0
grosjean,8.0,13,13,0
vergne,4.0,14,14,0
kvyat,4.0,15,15,0
jules_bianchi,2.0,16,16,0
ericsson,0.0,17,17,0
sutil,0.0,18,18,0
gutierrez,0.0,19,19,0
chilton,0.0,20,20,0
kobayashi,0.0,21,21,0
maldonado,0.0,22,22,0
rosberg,140.0,1,1,2
hamilton,118.0,2,2,4
ricciardo,79.0,3,3,1
alonso,69.0,4,4,0
vettel,60.0,5,5,0
hulkenberg,57.0,6,6,0
button,43.0,7,7,0
bottas,40.0,8,8,0
kevin_magnussen,23.0,9,9,0
perez,20.0,10,10,0
massa,18.0,11,11,0
raikkonen,18.0,12,12,0
grosjean,8.0,13,13,0
vergne,8.0,14,14,0
kvyat,4.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
gutierrez,0.0,19,19,0
chilton,0.0,20,20,0
kobayashi,0.0,21,21,0
maldonado,0.0,22,22,0
rosberg,165.0,1,1,3
hamilton,136.0,2,2,4
ricciardo,83.0,3,3,1
alonso,79.0,4,4,0
vettel,60.0,5,5,0
hulkenberg,59.0,6,6,0
bottas,55.0,7,7,0
button,43.0,8,8,0
massa,30.0,9,9,0
kevin_magnussen,29.0,10,10,0
perez,28.0,11,11,0
raikkonen,19.0,12,12,0
grosjean,8.0,13,13,0
vergne,8.0,14,14,0
kvyat,4.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
rosberg,165.0,1,1,3
hamilton,161.0,2,2,5
ricciardo,98.0,3,3,1
alonso,87.0,4,4,0
bottas,73.0,5,5,0
vettel,70.0,6,6,0
hulkenberg,63.0,7,7,0
button,55.0,8,8,0
kevin_magnussen,35.0,9,9,0
massa,30.0,10,10,0
perez,28.0,11,11,0
raikkonen,19.0,12,12,0
vergne,9.0,13,13,0
grosjean,8.0,14,14,0
kvyat,6.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
rosberg,190.0,1,1,4
hamilton,176.0,2,2,5
ricciardo,106.0,3,3,1
alonso,97.0,4,4,0
bottas,91.0,5,5,0
vettel,82.0,6,6,0
hulkenberg,69.0,7,7,0
button,59.0,8,8,0
kevin_magnussen,37.0,9,9,0
massa,30.0,10,10,0
perez,29.0,11,11,0
raikkonen,19.0,12,12,0
vergne,9.0,13,13,0
grosjean,8.0,14,14,0
kvyat,6.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
rosberg,202.0,1,1,4
hamilton,191.0,2,2,5
ricciardo,131.0,3,3,2
alonso,115.0,4,4,0
bottas,95.0,5,5,0
vettel,88.0,6,6,0
hulkenberg,69.0,7,7,0
button,60.0,8,8,0
massa,40.0,9,9,0
kevin_magnussen,37.0,10,10,0
perez,29.0,11,11,0
raikkonen,27.0,12,12,0
vergne,11.0,13,13,0
grosjean,8.0,14,14,0
kvyat,6.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
rosberg,220.0,1,1,4
hamilton,191.0,2,2,5
ricciardo,156.0,3,3,3
alonso,121.0,4,4,0
bottas,110.0,5,5,0
vettel,98.0,6,6,0
hulkenberg,70.0,7,7,0
button,68.0,8,8,0
massa,40.0,9,9,0
raikkonen,39.0,10,10,0
kevin_magnussen,37.0,11,11,0
perez,33.0,12,12,0
vergne,11.0,13,13,0
grosjean,8.0,14,14,0
kvyat,8.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
lotterer,0.0,23,23,0
rosberg,238.0,1,1,4
hamilton,216.0,2,2,6
ricciardo,166.0,3,3,3
bottas,122.0,4,4,0
alonso,121.0,5,5,0
vettel,106.0,6,6,0
button,72.0,7,7,0
hulkenberg,70.0,8,8,0
massa,55.0,9,9,0
raikkonen,41.0,10,10,0
perez,39.0,11,11,0
kevin_magnussen,38.0,12,12,0
vergne,11.0,13,13,0
grosjean,8.0,14,14,0
kvyat,8.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
lotterer,0.0,23,23,0
hamilton,241.0,1,1,7
rosberg,238.0,2,2,4
ricciardo,181.0,3,3,3
alonso,133.0,4,4,0
vettel,124.0,5,5,0
bottas,122.0,6,6,0
button,72.0,7,7,0
hulkenberg,72.0,8,8,0
massa,65.0,9,9,0
perez,45.0,10,10,0
raikkonen,45.0,11,11,0
kevin_magnussen,39.0,12,12,0
vergne,19.0,13,13,0
grosjean,8.0,14,14,0
kvyat,8.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
lotterer,0.0,23,23,0
hamilton,266.0,1,1,8
rosberg,256.0,2,2,4
ricciardo,193.0,3,3,3
vettel,139.0,4,4,0
alonso,133.0,5,5,0
bottas,130.0,6,6,0
button,82.0,7,7,0
hulkenberg,76.0,8,8,0
massa,71.0,9,9,0
perez,46.0,10,10,0
raikkonen,45.0,11,11,0
kevin_magnussen,39.0,12,12,0
vergne,21.0,13,13,0
grosjean,8.0,14,14,0
kvyat,8.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
lotterer,0.0,23,23,0
hamilton,291.0,1,1,9
rosberg,274.0,2,2,4
ricciardo,199.0,3,3,3
bottas,145.0,4,4,0
vettel,143.0,5,5,0
alonso,141.0,6,6,0
button,94.0,7,7,0
hulkenberg,76.0,8,8,0
massa,71.0,9,9,0
kevin_magnussen,49.0,10,10,0
perez,47.0,11,11,0
raikkonen,47.0,12,12,0
vergne,21.0,13,13,0
grosjean,8.0,14,14,0
kvyat,8.0,15,15,0
jules_bianchi,2.0,16,16,0
sutil,0.0,17,17,0
ericsson,0.0,18,18,0
maldonado,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
lotterer,0.0,23,23,0
hamilton,316.0,1,1,10
rosberg,292.0,2,2,4
ricciardo,214.0,3,3,3
bottas,155.0,4,4,0
vettel,149.0,5,5,0
alonso,149.0,6,6,0
button,94.0,7,7,0
massa,83.0,8,8,0
hulkenberg,76.0,9,9,0
kevin_magnussen,53.0,10,10,0
perez,47.0,11,11,0
raikkonen,47.0,12,12,0
vergne,22.0,13,13,0
grosjean,8.0,14,14,0
kvyat,8.0,15,15,0
maldonado,2.0,16,16,0
jules_bianchi,2.0,17,17,0
sutil,0.0,18,18,0
ericsson,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
lotterer,0.0,23,23,0
hamilton,334.0,1,1,10
rosberg,317.0,2,2,5
ricciardo,214.0,3,3,3
vettel,159.0,4,4,0
alonso,157.0,5,5,0
bottas,156.0,6,6,0
button,106.0,7,7,0
massa,98.0,8,8,0
hulkenberg,80.0,9,9,0
kevin_magnussen,55.0,10,10,0
raikkonen,53.0,11,11,0
perez,47.0,12,12,0
vergne,22.0,13,13,0
grosjean,8.0,14,14,0
kvyat,8.0,15,15,0
maldonado,2.0,16,16,0
jules_bianchi,2.0,17,17,0
sutil,0.0,18,18,0
ericsson,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
lotterer,0.0,23,23,0
hamilton,384.0,1,1,11
rosberg,317.0,2,2,5
ricciardo,238.0,3,3,3
bottas,186.0,4,4,0
vettel,167.0,5,5,0
alonso,161.0,6,6,0
massa,134.0,7,7,0
button,126.0,8,8,0
hulkenberg,96.0,9,9,0
perez,59.0,10,10,0
kevin_magnussen,55.0,11,11,0
raikkonen,55.0,12,12,0
vergne,22.0,13,13,0
grosjean,8.0,14,14,0
kvyat,8.0,15,15,0
maldonado,2.0,16,16,0
jules_bianchi,2.0,17,17,0
sutil,0.0,18,18,0
ericsson,0.0,19,19,0
gutierrez,0.0,20,20,0
chilton,0.0,21,21,0
kobayashi,0.0,22,22,0
stevens,0.0,23,23,0
lotterer,0.0,24,24,0
hamilton,25.0,1,1,1
rosberg,18.0,2,2,0
vettel,15.0,3,3,0
massa,12.0,4,4,0
nasr,10.0,5,5,0
ricciardo,8.0,6,6,0
hulkenberg,6.0,7,7,0
ericsson,4.0,8,8,0
sainz,2.0,9,9,0
perez,1.0,10,10,0
button,0.0,11,11,0
raikkonen,0.0,12,12,0
max_verstappen,0.0,13,13,0
grosjean,0.0,14,14,0
maldonado,0.0,15,15,0
kvyat,0.0,16,16,0
kevin_magnussen,0.0,17,17,0
bottas,0.0,18,18,0
hamilton,43.0,1,1,1
vettel,40.0,2,2,1
rosberg,33.0,3,3,0
massa,20.0,4,4,0
raikkonen,12.0,5,5,0
nasr,10.0,6,6,0
bottas,10.0,7,7,0
ricciardo,9.0,8,8,0
hulkenberg,6.0,9,9,0
max_verstappen,6.0,10,10,0
sainz,6.0,11,11,0
ericsson,4.0,12,12,0
kvyat,2.0,13,13,0
perez,1.0,14,14,0
grosjean,0.0,15,15,0
button,0.0,16,16,0
merhi,0.0,17,17,0
maldonado,0.0,18,18,0
kevin_magnussen,0.0,19,19,0
alonso,0.0,20,20,0
stevens,0.0,21,21,0
hamilton,68.0,1,1,2
vettel,55.0,2,2,1
rosberg,51.0,3,3,0
massa,30.0,4,4,0
raikkonen,24.0,5,5,0
bottas,18.0,6,6,0
nasr,14.0,7,7,0
ricciardo,11.0,8,8,0
grosjean,6.0,9,9,0
hulkenberg,6.0,10,10,0
max_verstappen,6.0,11,11,0
sainz,6.0,12,12,0
ericsson,5.0,13,13,0
kvyat,2.0,14,14,0
perez,1.0,15,15,0
button,0.0,16,16,0
alonso,0.0,17,17,0
merhi,0.0,18,18,0
stevens,0.0,19,19,0
maldonado,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,93.0,1,1,3
rosberg,66.0,2,2,0
vettel,65.0,3,3,1
raikkonen,42.0,4,4,0
massa,31.0,5,5,0
bottas,30.0,6,6,0
ricciardo,19.0,7,7,0
nasr,14.0,8,8,0
grosjean,12.0,9,9,0
hulkenberg,6.0,10,10,0
max_verstappen,6.0,11,11,0
sainz,6.0,12,12,0
perez,5.0,13,13,0
ericsson,5.0,14,14,0
kvyat,4.0,15,15,0
alonso,0.0,16,16,0
button,0.0,17,17,0
merhi,0.0,18,18,0
stevens,0.0,19,19,0
maldonado,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,111.0,1,1,3
rosberg,91.0,2,2,1
vettel,80.0,3,3,1
raikkonen,52.0,4,4,0
bottas,42.0,5,5,0
massa,39.0,6,6,0
ricciardo,25.0,7,7,0
grosjean,16.0,8,8,0
nasr,14.0,9,9,0
sainz,8.0,10,10,0
max_verstappen,6.0,11,11,0
hulkenberg,6.0,12,12,0
perez,5.0,13,13,0
ericsson,5.0,14,14,0
kvyat,5.0,15,15,0
alonso,0.0,16,16,0
button,0.0,17,17,0
merhi,0.0,18,18,0
stevens,0.0,19,19,0
maldonado,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,126.0,1,1,3
rosberg,116.0,2,2,2
vettel,98.0,3,3,1
raikkonen,60.0,4,4,0
bottas,42.0,5,5,0
massa,39.0,6,6,0
ricciardo,35.0,7,7,0
kvyat,17.0,8,8,0
nasr,16.0,9,9,0
grosjean,16.0,10,10,0
perez,11.0,11,11,0
sainz,9.0,12,12,0
hulkenberg,6.0,13,13,0
max_verstappen,6.0,14,14,0
ericsson,5.0,15,15,0
button,4.0,16,16,0
alonso,0.0,17,17,0
merhi,0.0,18,18,0
stevens,0.0,19,19,0
maldonado,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,151.0,1,1,4
rosberg,134.0,2,2,2
vettel,108.0,3,3,1
raikkonen,72.0,4,4,0
bottas,57.0,5,5,0
massa,47.0,6,6,0
ricciardo,35.0,7,7,0
kvyat,19.0,8,8,0
grosjean,17.0,9,9,0
nasr,16.0,10,10,0
perez,11.0,11,11,0
hulkenberg,10.0,12,12,0
sainz,9.0,13,13,0
max_verstappen,6.0,14,14,0
maldonado,6.0,15,15,0
ericsson,5.0,16,16,0
button,4.0,17,17,0
alonso,0.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,169.0,1,1,4
rosberg,159.0,2,2,3
vettel,120.0,3,3,1
raikkonen,72.0,4,4,0
bottas,67.0,5,5,0
massa,62.0,6,6,0
ricciardo,36.0,7,7,0
kvyat,19.0,8,8,0
hulkenberg,18.0,9,9,0
grosjean,17.0,10,10,0
nasr,16.0,11,11,0
perez,13.0,12,12,0
maldonado,12.0,13,13,0
max_verstappen,10.0,14,14,0
sainz,9.0,15,15,0
ericsson,5.0,16,16,0
button,4.0,17,17,0
alonso,0.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,194.0,1,1,5
rosberg,177.0,2,2,3
vettel,135.0,3,3,1
bottas,77.0,4,4,0
raikkonen,76.0,5,5,0
massa,74.0,6,6,0
ricciardo,36.0,7,7,0
kvyat,27.0,8,8,0
hulkenberg,24.0,9,9,0
grosjean,17.0,10,10,0
nasr,16.0,11,11,0
perez,15.0,12,12,0
maldonado,12.0,13,13,0
max_verstappen,10.0,14,14,0
sainz,9.0,15,15,0
ericsson,5.0,16,16,0
button,4.0,17,17,0
alonso,1.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,202.0,1,1,5
rosberg,181.0,2,2,3
vettel,160.0,3,3,2
bottas,77.0,4,4,0
raikkonen,76.0,5,5,0
massa,74.0,6,6,0
ricciardo,51.0,7,7,0
kvyat,45.0,8,8,0
hulkenberg,24.0,9,9,0
grosjean,23.0,10,10,0
max_verstappen,22.0,11,11,0
nasr,16.0,12,12,0
perez,15.0,13,13,0
maldonado,12.0,14,14,0
alonso,11.0,15,15,0
sainz,9.0,16,16,0
button,6.0,17,17,0
ericsson,6.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,227.0,1,1,6
rosberg,199.0,2,2,3
vettel,160.0,3,3,2
raikkonen,82.0,4,4,0
massa,82.0,5,5,0
bottas,79.0,6,6,0
kvyat,57.0,7,7,0
ricciardo,51.0,8,8,0
grosjean,38.0,9,9,0
max_verstappen,26.0,10,10,0
perez,25.0,11,11,0
hulkenberg,24.0,12,12,0
nasr,16.0,13,13,0
maldonado,12.0,14,14,0
alonso,11.0,15,15,0
sainz,9.0,16,16,0
ericsson,7.0,17,17,0
button,6.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,252.0,1,1,7
rosberg,199.0,2,2,3
vettel,178.0,3,3,2
massa,97.0,4,4,0
raikkonen,92.0,5,5,0
bottas,91.0,6,6,0
kvyat,58.0,7,7,0
ricciardo,55.0,8,8,0
grosjean,38.0,9,9,0
perez,33.0,10,10,0
hulkenberg,30.0,11,11,0
max_verstappen,26.0,12,12,0
nasr,16.0,13,13,0
maldonado,12.0,14,14,0
alonso,11.0,15,15,0
sainz,9.0,16,16,0
ericsson,9.0,17,17,0
button,6.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
kevin_magnussen,0.0,21,21,0
hamilton,252.0,1,1,7
rosberg,211.0,2,2,3
vettel,203.0,3,3,3
raikkonen,107.0,4,4,0
bottas,101.0,5,5,0
massa,97.0,6,6,0
ricciardo,73.0,7,7,0
kvyat,66.0,8,8,0
perez,39.0,9,9,0
grosjean,38.0,10,10,0
max_verstappen,30.0,11,11,0
hulkenberg,30.0,12,12,0
nasr,17.0,13,13,0
maldonado,12.0,14,14,0
alonso,11.0,15,15,0
sainz,11.0,16,16,0
ericsson,9.0,17,17,0
button,6.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
rossi,0.0,21,21,0
kevin_magnussen,0.0,22,22,0
hamilton,277.0,1,1,8
rosberg,229.0,2,2,3
vettel,218.0,3,3,3
raikkonen,119.0,4,4,0
bottas,111.0,5,5,0
massa,97.0,6,6,0
ricciardo,73.0,7,7,0
kvyat,66.0,8,8,0
grosjean,44.0,9,9,0
perez,39.0,10,10,0
hulkenberg,38.0,11,11,0
max_verstappen,32.0,12,12,0
nasr,17.0,13,13,0
maldonado,16.0,14,14,0
sainz,12.0,15,15,0
alonso,11.0,16,16,0
ericsson,9.0,17,17,0
button,6.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
rossi,0.0,21,21,0
kevin_magnussen,0.0,22,22,0
hamilton,302.0,1,1,9
vettel,236.0,2,2,3
rosberg,229.0,3,3,3
raikkonen,123.0,4,4,0
bottas,111.0,5,5,0
massa,109.0,6,6,0
kvyat,76.0,7,7,0
ricciardo,73.0,8,8,0
perez,54.0,9,9,0
grosjean,44.0,10,10,0
hulkenberg,38.0,11,11,0
max_verstappen,33.0,12,12,0
nasr,25.0,13,13,0
maldonado,22.0,14,14,0
sainz,12.0,15,15,0
alonso,11.0,16,16,0
ericsson,9.0,17,17,0
button,8.0,18,18,0
merhi,0.0,19,19,0
stevens,0.0,20,20,0
rossi,0.0,21,21,0
kevin_magnussen,0.0,22,22,0
hamilton,327.0,1,1,10
vettel,251.0,2,2,3
rosberg,247.0,3,3,3
raikkonen,123.0,4,4,0
bottas,111.0,5,5,0
massa,109.0,6,6,0
kvyat,76.0,7,7,0
ricciardo,74.0,8,8,0
perez,64.0,9,9,0
max_verstappen,45.0,10,10,0
grosjean,44.0,11,11,0
hulkenberg,38.0,12,12,0
nasr,27.0,13,13,0
maldonado,26.0,14,14,0
sainz,18.0,15,15,0
button,16.0,16,16,0
alonso,11.0,17,17,0
ericsson,9.0,18,18,0
merhi,0.0,19,19,0
rossi,0.0,20,20,0
stevens,0.0,21,21,0
kevin_magnussen,0.0,22,22,0
hamilton,345.0,1,1,10
rosberg,272.0,2,2,4
vettel,251.0,3,3,3
bottas,126.0,4,4,0
raikkonen,123.0,5,5,0
massa,117.0,6,6,0
kvyat,88.0,7,7,0
ricciardo,84.0,8,8,0
perez,68.0,9,9,0
max_verstappen,47.0,10,10,0
grosjean,45.0,11,11,0
hulkenberg,44.0,12,12,0
nasr,27.0,13,13,0
maldonado,26.0,14,14,0
sainz,18.0,15,15,0
button,16.0,16,16,0
alonso,11.0,17,17,0
ericsson,9.0,18,18,0
merhi,0.0,19,19,0
rossi,0.0,20,20,0
stevens,0.0,21,21,0
kevin_magnussen,0.0,22,22,0
hamilton,363.0,1,1,10
rosberg,297.0,2,2,5
vettel,266.0,3,3,3
bottas,136.0,4,4,0
raikkonen,135.0,5,5,0
massa,117.0,6,6,0
kvyat,94.0,7,7,0
ricciardo,84.0,8,8,0
perez,68.0,9,9,0
hulkenberg,52.0,10,10,0
grosjean,49.0,11,11,0
max_verstappen,49.0,12,12,0
nasr,27.0,13,13,0
maldonado,27.0,14,14,0
sainz,18.0,15,15,0
button,16.0,16,16,0
alonso,11.0,17,17,0
ericsson,9.0,18,18,0
merhi,0.0,19,19,0
rossi,0.0,20,20,0
stevens,0.0,21,21,0
kevin_magnussen,0.0,22,22,0
hamilton,381.0,1,1,10
rosberg,322.0,2,2,6
vettel,278.0,3,3,3
raikkonen,150.0,4,4,0
bottas,136.0,5,5,0
massa,121.0,6,6,0
kvyat,95.0,7,7,0
ricciardo,92.0,8,8,0
perez,78.0,9,9,0
hulkenberg,58.0,10,10,0
grosjean,51.0,11,11,0
max_verstappen,49.0,12,12,0
nasr,27.0,13,13,0
maldonado,27.0,14,14,0
sainz,18.0,15,15,0
button,16.0,16,16,0
alonso,11.0,17,17,0
ericsson,9.0,18,18,0
merhi,0.0,19,19,0
rossi,0.0,20,20,0
stevens,0.0,21,21,0
kevin_magnussen,0.0,22,22,0
rosberg,25.0,1,1,1
hamilton,18.0,2,2,0
vettel,15.0,3,3,0
ricciardo,12.0,4,4,0
massa,10.0,5,5,0
grosjean,8.0,6,6,0
hulkenberg,6.0,7,7,0
bottas,4.0,8,8,0
sainz,2.0,9,9,0
max_verstappen,1.0,10,10,0
jolyon_palmer,0.0,11,11,0
kevin_magnussen,0.0,12,12,0
perez,0.0,13,13,0
button,0.0,14,14,0
nasr,0.0,15,15,0
wehrlein,0.0,16,16,0
ericsson,0.0,17,17,0
raikkonen,0.0,18,18,0
haryanto,0.0,19,19,0
gutierrez,0.0,20,20,0
alonso,0.0,21,21,0
kvyat,0.0,22,22,0
rosberg,50.0,1,1,2
hamilton,33.0,2,2,0
ricciardo,24.0,3,3,0
raikkonen,18.0,4,4,0
grosjean,18.0,5,5,0
vettel,15.0,6,6,0
massa,14.0,7,7,0
max_verstappen,9.0,8,8,0
hulkenberg,6.0,9,9,0
kvyat,6.0,10,10,0
bottas,6.0,11,11,0
sainz,2.0,12,12,0
vandoorne,1.0,13,13,0
kevin_magnussen,0.0,14,14,0
jolyon_palmer,0.0,15,15,0
ericsson,0.0,16,16,0
perez,0.0,17,17,0
wehrlein,0.0,18,18,0
nasr,0.0,19,19,0
button,0.0,20,20,0
haryanto,0.0,21,21,0
gutierrez,0.0,22,22,0
alonso,0.0,23,23,0
rosberg,75.0,1,1,3
hamilton,39.0,2,2,0
ricciardo,36.0,3,3,0
vettel,33.0,4,4,0
raikkonen,28.0,5,5,0
massa,22.0,6,6,0
kvyat,21.0,7,7,0
grosjean,18.0,8,8,0
max_verstappen,13.0,9,9,0
bottas,7.0,10,10,0
hulkenberg,6.0,11,11,0
sainz,4.0,12,12,0
vandoorne,1.0,13,13,0
kevin_magnussen,0.0,14,14,0
perez,0.0,15,15,0
jolyon_palmer,0.0,16,16,0
ericsson,0.0,17,17,0
alonso,0.0,18,18,0
button,0.0,19,19,0
wehrlein,0.0,20,20,0
nasr,0.0,21,21,0
gutierrez,0.0,22,22,0
haryanto,0.0,23,23,0
rosberg,100.0,1,1,4
hamilton,57.0,2,2,0
raikkonen,43.0,3,3,0
ricciardo,36.0,4,4,0
vettel,33.0,5,5,0
massa,32.0,6,6,0
grosjean,22.0,7,7,0
kvyat,21.0,8,8,0
bottas,19.0,9,9,0
max_verstappen,13.0,10,10,0
alonso,8.0,11,11,0
kevin_magnussen,6.0,12,12,0
hulkenberg,6.0,13,13,0
sainz,4.0,14,14,0
perez,2.0,15,15,0
button,1.0,16,16,0
vandoorne,1.0,17,17,0
jolyon_palmer,0.0,18,18,0
ericsson,0.0,19,19,0
wehrlein,0.0,20,20,0
nasr,0.0,21,21,0
gutierrez,0.0,22,22,0
haryanto,0.0,23,23,0
rosberg,100.0,1,1,4
raikkonen,61.0,2,2,0
hamilton,57.0,3,3,0
vettel,48.0,4,4,0
ricciardo,48.0,5,5,0
max_verstappen,38.0,6,6,1
massa,36.0,7,7,0
bottas,29.0,8,8,0
kvyat,22.0,9,9,0
grosjean,22.0,10,10,0
sainz,12.0,11,11,0
alonso,8.0,12,12,0
perez,8.0,13,13,0
kevin_magnussen,6.0,14,14,0
hulkenberg,6.0,15,15,0
button,3.0,16,16,0
vandoorne,1.0,17,17,0
jolyon_palmer,0.0,18,18,0
gutierrez,0.0,19,19,0
ericsson,0.0,20,20,0
wehrlein,0.0,21,21,0
nasr,0.0,22,22,0
haryanto,0.0,23,23,0
rosberg,106.0,1,1,4
hamilton,82.0,2,2,1
ricciardo,66.0,3,3,0
raikkonen,61.0,4,4,0
vettel,60.0,5,5,0
max_verstappen,38.0,6,6,1
massa,37.0,7,7,0
bottas,29.0,8,8,0
perez,23.0,9,9,0
kvyat,22.0,10,10,0
grosjean,22.0,11,11,0
alonso,18.0,12,12,0
sainz,16.0,13,13,0
hulkenberg,14.0,14,14,0
kevin_magnussen,6.0,15,15,0
button,5.0,16,16,0
